
 1 	 28	 3
 1 	 7	 1
 1 	 3	 2
 1 	 28	 2
 1 	 7	 0
 1 	 24	 1
 1 	 3	 0
 1 	 28	 1
 1 	 24	 0
 1 	 15	 7
 1 	 28	 0
 1 	 29	 5
 1 	 12	 7
 3 	 13	 0
 3 	 32	 4
 3 	 28	 6
 3 	 3	 7
 3 	 27	 7
 3 	 12	 5
 3 	 3	 6
 3 	 27	 6
 3 	 12	 0
 3 	 24	 3
 3 	 11	 6
 3 	 27	 5
 3 	 7	 7
 3 	 11	 5
 3 	 27	 4
 3 	 28	 4
 1 	 33	 2
 1 	 22	 7
 1 	 1	 5
 1 	 3	 3
 1 	 22	 6
 1 	 1	 4
 1 	 13	 4
 1 	 12	 0
 1 	 22	 5
 1 	 18	 7
 1 	 16	 7
 1 	 22	 4
 1 	 29	 7
 1 	 3	 1
 1 	 20	 1
 1 	 29	 6
 3 	 11	 4
 3 	 12	 4
 3 	 23	 3
 3 	 27	 2
 3 	 28	 1
 3 	 24	 2
 3 	 27	 1
 3 	 6	 7
 3 	 3	 5
 3 	 11	 0
 3 	 22	 3
 3 	 8	 3
 3 	 6	 3
 3 	 7	 3
 3 	 7	 6
 3 	 27	 0
 1 	 31	 5
 1 	 19	 7
 1 	 12	 1
 1 	 31	 4
 1 	 34	 4
 1 	 19	 2
 1 	 18	 2
 1 	 12	 3
 1 	 1	 7
 1 	 17	 2
 1 	 24	 3
 1 	 33	 0
 1 	 16	 2
 1 	 13	 5
 1 	 17	 7
 1 	 1	 6
 3 	 28	 0
 3 	 23	 7
 3 	 26	 4
 3 	 6	 6
 3 	 8	 2
 3 	 5	 7
 3 	 22	 7
 3 	 24	 1
 3 	 21	 7
 3 	 7	 2
 3 	 23	 2
 3 	 6	 2
 3 	 22	 2
 3 	 23	 6
 3 	 5	 6
 3 	 22	 6
 1 	 6	 5
 1 	 0	 0
 1 	 29	 1
 1 	 12	 2
 1 	 26	 1
 1 	 29	 0
 1 	 6	 4
 1 	 10	 7
 1 	 13	 6
 1 	 27	 4
 1 	 10	 6
 1 	 8	 0
 1 	 31	 7
 1 	 31	 6
 1 	 20	 7
 1 	 33	 1
 3 	 6	 5
 3 	 8	 1
 3 	 21	 3
 3 	 22	 5
 3 	 23	 5
 3 	 21	 2
 3 	 22	 1
 3 	 8	 0
 3 	 5	 5
 3 	 6	 4
 3 	 7	 4
 3 	 21	 1
 3 	 6	 1
 3 	 7	 5
 3 	 21	 6
 3 	 22	 4
 1 	 27	 7
 1 	 23	 4
 1 	 0	 2
 1 	 22	 0
 1 	 8	 2
 1 	 0	 1
 1 	 6	 6
 1 	 29	 2
 1 	 26	 3
 1 	 27	 6
 1 	 33	 3
 1 	 15	 3
 1 	 20	 2
 1 	 8	 1
 1 	 26	 2
 1 	 27	 5
 3 	 23	 1
 3 	 5	 4
 3 	 1	 7
 3 	 24	 0
 3 	 21	 0
 3 	 6	 0
 3 	 7	 1
 3 	 21	 5
 3 	 1	 3
 3 	 2	 7
 3 	 0	 7
 3 	 1	 6
 3 	 23	 4
 3 	 10	 3
 3 	 20	 1
 3 	 7	 0
 1 	 17	 3
 1 	 32	 4
 1 	 15	 0
 1 	 5	 0
 1 	 11	 4
 1 	 8	 3
 1 	 31	 1
 1 	 1	 1
 1 	 13	 7
 1 	 0	 3
 1 	 1	 0
 1 	 23	 5
 1 	 31	 0
 1 	 6	 7
 1 	 2	 4
 1 	 16	 3
 3 	 21	 4
 3 	 22	 0
 3 	 23	 0
 3 	 0	 6
 3 	 1	 2
 3 	 2	 6
 3 	 10	 2
 3 	 20	 2
 3 	 2	 3
 3 	 20	 3
 3 	 1	 5
 3 	 3	 3
 3 	 0	 5
 3 	 19	 1
 3 	 20	 7
 3 	 10	 1
 1 	 2	 6
 1 	 5	 2
 1 	 32	 5
 1 	 13	 0
 1 	 31	 3
 1 	 11	 5
 1 	 29	 3
 1 	 18	 3
 1 	 22	 2
 1 	 23	 6
 1 	 5	 1
 1 	 1	 2
 1 	 16	 0
 1 	 31	 2
 1 	 22	 1
 1 	 2	 5
 3 	 1	 1
 3 	 20	 0
 3 	 19	 3
 3 	 19	 2
 3 	 2	 2
 3 	 0	 4
 3 	 1	 0
 3 	 2	 1
 3 	 10	 0
 3 	 1	 4
 3 	 18	 1
 3 	 18	 3
 3 	 18	 2
 3 	 2	 5
 3 	 31	 3
 3 	 31	 7
 1 	 6	 1
 1 	 15	 5
 1 	 0	 5
 1 	 27	 0
 1 	 23	 7
 1 	 20	 3
 1 	 11	 6
 1 	 32	 6
 1 	 5	 3
 1 	 6	 0
 1 	 18	 0
 1 	 0	 4
 1 	 22	 3
 1 	 17	 0
 1 	 19	 3
 1 	 1	 3
 3 	 20	 6
 3 	 5	 3
 3 	 17	 2
 3 	 19	 0
 3 	 17	 3
 3 	 32	 3
 3 	 2	 0
 3 	 31	 2
 3 	 31	 6
 3 	 17	 1
 3 	 5	 2
 3 	 16	 2
 3 	 18	 0
 3 	 16	 3
 3 	 31	 5
 3 	 3	 2
 1 	 0	 7
 1 	 6	 3
 1 	 34	 0
 1 	 21	 5
 1 	 27	 2
 1 	 32	 7
 1 	 10	 1
 1 	 6	 2
 1 	 7	 4
 1 	 0	 6
 1 	 11	 7
 1 	 19	 0
 1 	 21	 4
 1 	 27	 1
 1 	 2	 7
 1 	 10	 0
 3 	 31	 1
 3 	 32	 2
 3 	 32	 7
 3 	 5	 1
 3 	 15	 2
 3 	 2	 4
 3 	 15	 3
 3 	 31	 4
 3 	 16	 1
 3 	 31	 0
 3 	 32	 1
 3 	 19	 7
 3 	 5	 0
 3 	 11	 3
 3 	 17	 0
 3 	 10	 7
 1 	 23	 0
 1 	 21	 7
 1 	 32	 0
 1 	 7	 5
 1 	 10	 3
 1 	 16	 1
 1 	 13	 1
 1 	 5	 4
 1 	 11	 0
 1 	 2	 0
 1 	 21	 6
 1 	 27	 3
 1 	 28	 4
 1 	 10	 2
 1 	 15	 1
 1 	 20	 0
 3 	 26	 7
 3 	 32	 6
 3 	 26	 3
 3 	 32	 0
 3 	 15	 1
 3 	 0	 3
 3 	 11	 2
 3 	 3	 1
 3 	 10	 6
 3 	 26	 6
 3 	 33	 3
 3 	 26	 2
 3 	 26	 5
 3 	 16	 0
 3 	 0	 2
 3 	 27	 3
 1 	 18	 1
 1 	 23	 1
 1 	 21	 1
 1 	 11	 3
 1 	 7	 6
 1 	 5	 6
 1 	 11	 2
 1 	 28	 5
 1 	 26	 4
 1 	 32	 1
 1 	 34	 1
 1 	 21	 0
 1 	 17	 1
 1 	 2	 1
 1 	 5	 5
 1 	 11	 1
 3 	 32	 5
 3 	 10	 5
 3 	 11	 1
 1 	 34	 2
 3 	 26	 1
 3 	 10	 4
 3 	 18	 7
 3 	 0	 1
 1 	 10	 5
 3 	 11	 7
 3 	 26	 0
 1 	 15	 2
 1 	 7	 7
 3 	 0	 0
 1 	 19	 1
 1 	 13	 3
 1 	 26	 0
 1 	 2	 3
 1 	 28	 6
 1 	 21	 3
 1 	 32	 3
 1 	 23	 2
 1 	 10	 4
 1 	 26	 7
 1 	 2	 2
 1 	 21	 2
 1 	 26	 6
 1 	 13	 2
 1 	 5	 7
 1 	 32	 2
 1 	 16	 5
 1 	 26	 5
